player_id,player_name,spotrac_id,deal_date,deal_year,team,years,total_value_m,deal_type,verified,raw
anderal01,Alan Anderson,9261,"Jul 15, 2014",2014,BKN,2,2.6,standard,1,Signed a 2 year $2.6 million contract with Brooklyn (BKN) - includes Player Option
anderal01,Alan Anderson,9261,"Jul 30, 2013",2013,BKN,2,2.0,standard,1,Signed a 2 year $2 million contract with Brooklyn (BKN)
anderal01,Alan Anderson,9261,"Jul 27, 2012",2012,TOR,1,0.88512,standard,1,"Signed a 1 year $885,120 contract with Toronto (TOR)"
anderal01,Alan Anderson,9261,"Aug 05, 2005",2005,CHA,1,0.398762,standard,1,"Signed a 1 year $398,762 contract with Charlotte (CHA)"
anderch01,Chris Andersen,6102,"Jul 22, 2016",2016,CLE,1,1.55,standard,1,Signed a 1 year $1.55 million contract with Cleveland (CLE)
anderch01,Chris Andersen,6102,"Jul 19, 2014",2014,MIA,2,10.375,standard,1,Signed a 2 year $10.375 million contract with Miami (MIA)
anderch01,Chris Andersen,6102,"Jul 10, 2013",2013,MIA,2,2.85,standard,1,Signed a 2 year $2.85 million contract with Miami (MIA)
anderch01,Chris Andersen,6102,"Jul 08, 2009",2009,DEN,5,21.17,standard,1,Signed a 5 year $21.17 million contract with Denver (DEN)
anderch01,Chris Andersen,6102,"Jul 24, 2008",2008,DEN,1,0.998,standard,1,Signed a 1 year $998k contract with Denver (DEN)
anderch01,Chris Andersen,6102,"Nov 29, 2003",2003,DEN,1,0.638,standard,1,Signed a 1 year $638k contract with Denver (DEN)
anderch01,Chris Andersen,6102,"Nov 21, 2001",2001,DEN,2,0.8,standard,1,Signed a 2 year $800k contract with Denver (DEN)
anderja01,James Anderson,1197,"Mar 24, 2013",2013,CHI,1,1.25,standard,1,Signed a 1 year $1.25 million contract with Chicago (CHI)
anderja01,James Anderson,1197,"Jul 29, 2011",2011,CAR,5,22.0,standard,1,Signed a 5 year $22 million contact with Carolina (CAR)
anderja01,James Anderson,1197,"Apr 20, 2010",2010,CAR,1,1.176,standard,1,Signed a 1 year $1.176 million contract with Carolina (CAR)
anderja01,James Anderson,1197,"Apr 21, 2009",2009,CAR,1,1.01,standard,1,Signed a 1 year $1.01 million contract with Carolina (CAR)
anderja01,James Anderson,1197,"Jul 13, 2006",2006,CAR,3,1.567,standard,1,Signed a 3 year $1.567 million contract with Carolina (CAR)
anderju01,Justin Anderson,17849,"Nov 27, 2020",2020,PHI,2,4.01,standard,1,Signed a 2 year $4.01 million contract with Philadelphia (PHI) - $125k guaranteed
anderju01,Justin Anderson,17849,"Aug 01, 2015",2015,DAL,2,2.96,standard,1,Signed a 2 year $2.96 million contract with Dallas (DAL)
anderky01,Kyle Anderson,15382,"Jul 06, 2026",2026,TOR,1,3.88,standard,1,Signed a 1 year $3.88 million contract with Toronto (TOR)
anderky01,Kyle Anderson,15382,"Jul 06, 2024",2024,MIN,3,27.66,standard,1,Signed a 3 year $27.66 million contract with Minnesota (MIN) as part of a Sign-and-Trade with Golden State (GSW)
anderky01,Kyle Anderson,15382,"Jul 07, 2022",2022,MIN,2,18.0,standard,1,Signed a 2 year $18 million contract with Minnesota (MIN)
anderky01,Kyle Anderson,15382,"Jul 08, 2018",2018,MEM,4,37.2,standard,1,Signed a 4 year $37.2 million offer sheet contract with Memphis (MEM)
anderky01,Kyle Anderson,15382,"Jul 12, 2014",2014,SAS,2,2.24,standard,1,Signed a 2 year $2.24 million contract with San Antonio (SAS)
anderry01,Ryan Anderson,6133,"Sep 26, 2019",2019,HOU,1,2.56,standard,1,Signed a 1 year $2.56 million contract with Houston (HOU) - $250k guaranteed
anderry01,Ryan Anderson,6133,"Jul 09, 2016",2016,HOU,4,80.0,standard,1,Signed a 4 year $80 million contract with Houston (HOU)
anderry01,Ryan Anderson,6133,"Jul 11, 2012",2012,ORL,4,34.0,standard,1,Signed a 4 year $34 million contract with Orlando (ORL) as part of a sign-and-trade with New Orleans (NOH)
antetgi01,Giannis Antetokounmpo,13328,"Oct 23, 2023",2023,MIL,3,175.37,extension,1,Signed a 3 year $175.37 million veteran contract extension with Milwaukee (MIL)
antetgi01,Giannis Antetokounmpo,13328,"Dec 15, 2020",2020,MIL,5,228.2,maximum,1,Signed a 5 year $228.2 million designated maximum contract extension with Milwaukee (MIL) - includes 2025 Player Option
antetgi01,Giannis Antetokounmpo,13328,"Sep 19, 2016",2016,MIL,4,100.0,extension,1,Signed a 4 year $100 million rookie extension with Milwaukee (MIL)
antetgi01,Giannis Antetokounmpo,13328,"Jul 30, 2013",2013,MIL,4,8.62,standard,1,Signed a 4 year $8.62 million contract with Milwaukee (MIL)
antetth01,Thanasis Antetokounmpo,15403,"Aug 31, 2025",2025,MIL,1,2.87,standard,1,Signed a 1 year $2.87 million contract with Milwaukee (MIL)
antetth01,Thanasis Antetokounmpo,15403,"Jul 28, 2023",2023,MIL,1,2.35,standard,1,Signed a 1 year $2.35 million contract with Milwaukee (MIL)
antetth01,Thanasis Antetokounmpo,15403,"Aug 13, 2021",2021,MIL,2,3.61,standard,1,Signed a 2 year $3.61 million contract with Milwaukee (MIL) - includes 2022-23 Player Option
antetth01,Thanasis Antetokounmpo,15403,"Jul 16, 2019",2019,MIL,2,3.15,standard,1,Signed a 2 year $3.15 million contract with Milwaukee (MIL)
antetth01,Thanasis Antetokounmpo,15403,"Aug 07, 2015",2015,NYK,2,1.4,standard,1,Signed a 2 year $1.4 million contract with New York (NYK)
anthoca01,Carmelo Anthony,2283,"Aug 06, 2021",2021,LAL,1,2.64,standard,1,Signed a 1 year $2.64 million contract with Los Angeles (LAL)
anthoca01,Carmelo Anthony,2283,"Nov 21, 2020",2020,POR,1,2.56,standard,1,Signed a 1 year $2.56 million contract with Portland (POR)
anthoca01,Carmelo Anthony,2283,"Nov 19, 2019",2019,POR,1,2.16,standard,1,Signed a 1 year $2.16 million contract with Portland (POR) - non-guaranteed
anthoca01,Carmelo Anthony,2283,"Aug 13, 2018",2018,HOU,1,2.4,standard,1,Signed a 1 year $2.4 million contract with Houston (HOU)
anthoca01,Carmelo Anthony,2283,"Jul 15, 2014",2014,NYK,5,124.1,standard,1,Signed a 5 year $124.1 million contract with New York (NYK)
anthoca01,Carmelo Anthony,2283,"Feb 22, 2011",2011,DEN,3,64.2,extension,1,Signed a 3 year $64.2 million extension with Denver (DEN)
anthoca01,Carmelo Anthony,2283,"Jul 12, 2006",2006,DEN,5,80.0,extension,1,Signed a 5 year $80 million extension with Denver (DEN)
anthoca01,Carmelo Anthony,2283,"Jul 17, 2003",2003,DEN,3,10.4,standard,1,Signed a 3 year $10.4 million contract with Denver (DEN)
anthoco01,Cole Anthony,70657,"Jul 16, 2025",2025,MIL,1,2.67,standard,1,Signed a 1 year $2.67 million contract with Milwaukee (MIL)
anthoco01,Cole Anthony,70657,"Oct 23, 2023",2023,ORL,3,39.1,extension,1,Signed a 3 year $39.1 million rookie contract extension with Orlando (ORL) - includes 2026-27 Club Option
anunoog01,OG Anunoby,23618,"Jul 06, 2024",2024,NYK,5,212.5,standard,1,Signed a 5 year $212.5 million contract with New York (NYK) - includes 2028-29 Player Option and 15% Trade Bonus
anunoog01,OG Anunoby,23618,"Dec 21, 2020",2020,TOR,4,72.0,extension,1,Signed a 4 year $72 million rookie contract extension with Toronto (TOR) - includes 2024 Player Option
anunoog01,OG Anunoby,23618,"Jul 09, 2017",2017,TOR,4,9.75,rookie-scale,1,Signed a 4 year $9.75 million rookie scale contract with Toronto (TOR)
arcidry01,Ryan Arcidiacono,20275,"Jul 11, 2019",2019,CHI,2,6.0,standard,1,Signed a 2 year $6 million contract with Chicago (CHI) - includes 2021 Club Option
arcidry01,Ryan Arcidiacono,20275,"Jul 14, 2016",2016,SAS,2,1.44,standard,1,Signed a 2 year $1.44 million with San Antonio (SAS)
arizatr01,Trevor Ariza,2513,"Aug 06, 2021",2021,LAL,1,2.64,standard,1,Signed a 1 year $2.64 million contract with Los Angeles (LAL)
arizatr01,Trevor Ariza,2513,"Jul 07, 2019",2019,SAC,2,25.0,standard,1,Signed a 2 year $25 million contract with Sacramento (SAC) - includes 2020 $1.8 million guaranteed
arizatr01,Trevor Ariza,2513,"Jul 06, 2018",2018,PHX,1,15.0,standard,1,Signed a 1 year $15 million contract with Phoenix (PHX)
arizatr01,Trevor Ariza,2513,"Jul 13, 2014",2014,WAS,4,32.0,standard,1,Signed a 4 year $32 million contract with Washington (WAS) as part of a sign-and-trade with Houston (HOU)
arizatr01,Trevor Ariza,2513,"Jul 08, 2009",2009,HOU,5,33.95,standard,1,Signed a 5 year $33.95 million contract with Houston (HOU)
arizatr01,Trevor Ariza,2513,"Jul 27, 2006",2006,ORL,3,9.3,standard,1,Signed a 3 year $9.3 million contract with Orlando (ORL)
arizatr01,Trevor Ariza,2513,"Aug 03, 2004",2004,NYK,2,1.06,standard,1,Signed a 2 year $1.06 million contract with New York (NYK)
artesro01,Metta World Peace,2687,"Sep 22, 2016",2016,LAL,1,1.55,standard,1,Signed a 1 year $1.55 million contract with Los Angeles (LAL)
artesro01,Metta World Peace,2687,"Sep 24, 2015",2015,LAL,1,1.5,standard,1,Signed a 1 year $1.5 million contract with Los Angeles (LAL)
artesro01,Metta World Peace,2687,"Jul 16, 2013",2013,NYK,2,3.25,standard,1,Signed a 2 year $3.25 million contract with New York (NYK)
artesro01,Metta World Peace,2687,"Jul 08, 2009",2009,LAL,5,33.95,standard,1,Signed a 5 year $33.95 million contract with Los Angeles (LAL)
artesro01,Metta World Peace,2687,"Oct 31, 2002",2002,IND,6,40.8,rookie-scale,1,Signed a 6 year $40.8 million rookie scale extension with Indiana (IND)
artesro01,Metta World Peace,2687,"Jul 15, 1999",1999,CHI,3,3.48,standard,1,Signed a 3 year $3.48 million contract with Chicago (CHI)
arthuda01,Darrell Arthur,6121,"Aug 07, 2015",2015,DEN,2,5.75,standard,1,Signed a 2 year $5.75 million contract with Denver (DEN)
arthuda01,Darrell Arthur,6121,"Jul 13, 2012",2012,MEM,2,9.675,standard,1,Signed a 2 year $9.675 million contract with Memphis (MEM)
arthuda01,Darrell Arthur,6121,"Jul 08, 2008",2008,MEM,2,2.03,standard,1,Signed a 2 year $2.03 million contract with Memphis (MEM)
asikom01,Ömer Aşık,7110,"Jul 09, 2015",2015,NOP,5,58.0,standard,1,Signed a 5 year $58 million contract with New Orleans (NOP)
asikom01,Ömer Aşık,7110,"Jul 24, 2012",2012,HOU,3,25.1,standard,1,Signed a 3 year $25.1 million contract with Houston (HOU)
asikom01,Ömer Aşık,7110,"Jul 13, 2010",2010,CHI,2,3.58,standard,1,Signed a 2 year $3.58 million contract with Chicago (CHI)
augusdj01,D.J. Augustin,6088,"Nov 25, 2020",2020,MIL,3,21.0,standard,1,Signed a 3 year $21 million contract with Milwaukee (MIL)
augusdj01,D.J. Augustin,6088,"Jul 07, 2016",2016,ORL,4,29.0,standard,1,Signed a 4 year $29 million deal with Orlando (ORL)
augusdj01,D.J. Augustin,6088,"Jul 15, 2014",2014,DET,2,6.0,standard,1,Signed a 2 year $6 million contract with Detroit (DET)
augusdj01,D.J. Augustin,6088,"Dec 13, 2013",2013,CHI,1,0.755459,standard,1,"Signed a 1 year $755,459 contract with Chicago (CHI)"
augusdj01,D.J. Augustin,6088,"Jul 22, 2013",2013,TOR,1,1.267,standard,1,Signed 1 year $1.267 million contract with Toronto (TOR)
augusdj01,D.J. Augustin,6088,"Jul 13, 2012",2012,IND,1,3.5,standard,1,Signed a 1 year $3.5 million contract with Indiana (IND)
augusdj01,D.J. Augustin,6088,"Jul 03, 2008",2008,CHA,2,4.59,standard,1,Signed 2 year $4.59 million contract with Charlotte (CHA)
avdijde01,Deni Avdija,70651,"Oct 22, 2023",2023,WAS,4,55.0,extension,1,Signed a 4 year $55 million rookie contract extension with Washington (WAS)
avdijde01,Deni Avdija,70651,"Dec 01, 2020",2020,WAS,4,20.34,rookie-scale,1,Signed a 4 year $20.34 million rookie scale contract with Washington (WAS)
aytonde01,Deandre Ayton,26967,"Jul 06, 2025",2025,LAL,2,16.21,standard,1,Signed 2 year $16.21 million contract with Los Angeles (LAL) - includes 2026-27 Player Option
aytonde01,Deandre Ayton,26967,"Jul 18, 2022",2022,PHX,4,132.93,standard,1,Signed a 4 year $132.93 million contract with Phoenix (PHX) - having matched Offer Sheet signed with Indiana (IND)
aytonde01,Deandre Ayton,26967,"Jul 03, 2018",2018,PHX,4,40.38,rookie-scale,1,Signed a 4 year $40.38 million rookie scale contract with Phoenix (PHX)
azubuud01,Udoka Azubuike,70669,"Nov 24, 2020",2020,UTH,4,10.15,rookie-scale,1,Signed a 4 year $10.15 million rookie scale contract with Utah (UTH)
babbilu01,Luke Babbitt,6898,"Aug 09, 2017",2017,ATL,1,1.97,standard,1,Signed a 1 year $1.97 million contract with Atlanta (ATL)
babbilu01,Luke Babbitt,6898,"Jul 20, 2015",2015,NOP,2,2.33,standard,1,Signed a 2 year $2.33 million contract with New Orleans (NOP)
babbilu01,Luke Babbitt,6898,"Jul 07, 2010",2010,POR,2,3.41,standard,1,Signed a 2 year $3.41 million contract with Portland (POR)
bacondw01,Dwayne Bacon,23640,"Nov 24, 2020",2020,ORL,2,3.5,standard,1,Signed a 2 year $3.5 million contract with Orlando (ORL)
bacondw01,Dwayne Bacon,23640,"Jul 06, 2017",2017,CHA,3,3.81,standard,1,Signed a 3 year $3.81 million contract with Charlotte (CHA)
baglema01,Marvin Bagley III,26968,"Jul 15, 2026",2026,DEN,1,3.5,standard,1,Signed a 1 year $3.5 million contract with Denver (DEN)
baglema01,Marvin Bagley III,26968,"Jul 10, 2025",2025,WAS,1,3.08,standard,1,Signed a 1 year $3.08 million contract with Washington (WAS)
baglema01,Marvin Bagley III,26968,"Jul 06, 2022",2022,DET,3,37.5,standard,1,Signed a 3 year $37.5 million contract with Detroit (DET)
baglema01,Marvin Bagley III,26968,"Jul 01, 2018",2018,SAC,4,36.14,rookie-scale,1,Signed a 4 year $36.14 million rookie scale contract with Sacramento (SAC)
baileac01,Ace Bailey,98599,"Jul 02, 2025",2025,UTA,4,41.21,rookie-scale,1,Signed a 4 year $41.21 million Rookie Scale contract with Utah (UTA)
bakerro01,Ron Baker,20278,"Dec 21, 2018",2018,WAS,1,0.949,standard,1,Signed a 1 year $949k contract with Washington (WAS)
bakerro01,Ron Baker,20278,"Aug 07, 2017",2017,NYK,2,8.87,standard,1,Signed a 2 year $8.87 million contract with New York (NYK)
bakerro01,Ron Baker,20278,"Jul 28, 2016",2016,NYK,1,0.543,standard,1,Signed 1 year $543k contract with New York (NYK)
baldwpa01,Patrick Baldwin Jr.,78139,"Jul 06, 2022",2022,GSW,4,11.43,rookie-scale,1,Signed a 4 year $11.43 million Rookie Scale contract with Golden State (GSW)
baldwwa01,Wade Baldwin,20222,"Jul 16, 2016",2016,MEM,4,8.62,rookie-scale,1,Signed a 4 year $8.62 million rookie scale contract with Memphis (MEM)
ballla01,LaMelo Ball,70645,"Jul 06, 2023",2023,CHA,5,203.85,extension,1,Signed a 5 year $203.85 million Designated Rookie contract extension with Charlotte (CHA)
ballla01,LaMelo Ball,70645,"Nov 30, 2020",2020,CHA,4,35.6,rookie-scale,1,Signed a 4 year $35.60 million rookie scale contract with Charlotte (CHA)
balllo01,Lonzo Ball,23597,"Feb 14, 2025",2025,CHI,2,20.0,extension,1,Signed a 2 year $20 million contract extension with Chicago (CHI) - includes 2026-27 Club Option
balllo01,Lonzo Ball,23597,"Aug 08, 2021",2021,NOP,4,80.0,standard,1,Signed a 4 year $80 million contract with New Orleans (NOP) as part of a Sign-and-Trade with Chicago (CHI)
balllo01,Lonzo Ball,23597,"Jul 03, 2017",2017,LAL,4,33.47,rookie-scale,1,Signed a 4 year $33.47 million rookie scale contract with Los Angeles (LAL)
bambamo01,Mo Bamba,26972,"Jul 08, 2026",2026,UTA,2,7.21,standard,1,Signed a 2 year $7.21 million contract with Utah (UTA)
bambamo01,Mo Bamba,26972,"Jul 01, 2024",2024,LAC,1,2.61,standard,1,Signed a 1 year $2.61 million contract with LA Clippers (LAC)
bambamo01,Mo Bamba,26972,"Jul 09, 2023",2023,PHI,1,2.35,standard,1,Signed a 1 year $2.35 million contract with Philadelphia (PHI)
bambamo01,Mo Bamba,26972,"Jul 07, 2022",2022,ORL,2,20.6,standard,1,Signed a 2 year $20.6 million contract with Orlando (ORL)
bambamo01,Mo Bamba,26972,"Jul 03, 2018",2018,ORL,4,24.1,rookie-scale,1,Signed a 4 year $24.10 million rookie scale contract with Orlando (ORL)
banchpa01,Paolo Banchero,78110,"Jul 07, 2025",2025,ORL,5,239.19,rookie-scale,1,Signed a 5 year $239.19 million Rookie Scale contract extension with Orlando (ORL) - includes 2029-30 Player Option. The deal includes Designated Rookie language with would make the contract worth 30% of cap.
banchpa01,Paolo Banchero,78110,"Jul 01, 2022",2022,ORL,4,50.16,rookie-scale,1,Signed a 4 year $50.16 million Rookie Scale contract with Orlando (ORL)
banede01,Desmond Bane,70672,"Jul 08, 2023",2023,MEM,5,197.23,rookie-scale,1,Signed a 5 year $197.23 million Rookie Scale contract extension with Memphis (MEM)
banede01,Desmond Bane,70672,"Nov 25, 2020",2020,MEM,4,9.94,rookie-scale,1,Signed a 4 year $9.94 million rookie scale contract with Memphis (MEM)
bantoda01,Dalano Banton,74153,"Apr 11, 2026",2026,BOS,2,2.83,standard,1,Signed a 2 year $2.83 million Rest-of-Season contract with Boston (BOS) - includes 2026-27 Club Option
bantoda01,Dalano Banton,74153,"Jul 17, 2023",2023,BOS,2,4.22,standard,1,Signed a 2 year $4.22 million contract with Boston (BOS)
bantoda01,Dalano Banton,74153,"Aug 13, 2021",2021,TOR,2,2.49,standard,1,Signed a 2 year $2.49 million contract with Toronto (TOR)
barbole01,Leandro Barbosa,2659,"Jul 19, 2016",2016,PHX,2,8.0,standard,1,Signed a 2 year $8 million contract with Phoenix (PHX)
barbole01,Leandro Barbosa,2659,"Jul 13, 2015",2015,GSW,1,2.5,standard,1,Signed a 1 year $2.5 million contract with Golden State (GSW)
barbole01,Leandro Barbosa,2659,"Sep 10, 2014",2014,GSW,1,1.45,standard,1,Signed a 1 year $1.45 million contract with Golden State (GSW)
