player_id,player_name,spotrac_id,matched_name,position,confidence
santogu01,Gui Santos,78165,Gui Santos,Small Forward,high
sarafbe01,Ben Saraf,98626,Ben Saraf,Point Guard,high
saricda01,Dario Šarić,15364,Dario Saric,Power Forward,high
sarral01,Alex Sarr,91734,Alex Sarr,Power Forward,high
sarrol01,Olivier Sarr,74604,Olivier Sarr,Center,high
sassema01,Marcus Sasser,84442,Marcus Sasser,Point Guard,high
satorto01,Tomáš Satoranský,10857,Tomas Satoransky,Shooting Guard,high
scheiba01,Baylor Scheierman,91780,Baylor Scheierman,Shooting Guard,high
schofad01,Admiral Schofield,31601,Admiral Schofield,Small Forward,high
schrode01,Dennis Schröder,13330,Dennis Schröder,Point Guard,high
scolalu01,Luis Scola,2400,Luis Scola,Power Forward,high
scottmi01,Mike Scott,10868,Mike Scott,Power Forward,high
sefolth01,Thabo Sefolosha,2250,Thabo Sefolosha,Small Forward,high
seldewa01,Wayne Selden,20921,Wayne Selden,Shooting Guard,high
sengual01,Alperen Şengün,74123,Alperen Sengun,Center,high
sensabr01,Brice Sensabaugh,82213,Brice Sensabaugh,Small Forward,high
serapke01,Kevin Séraphin,6899,Kevin Seraphin,Power Forward,high
sessira01,Ramon Sessions,2566,Ramon Sessions,Point Guard,high
sextoco01,Collin Sexton,26974,Collin Sexton,Point Guard,high
shamela01,Landry Shamet,26992,Landry Shamet,Shooting Guard,high
shannte01,Terrence Shannon Jr.,91774,Terrence Shannon Jr.,Shooting Guard,high
sharpda01,Day'Ron Sharpe,74136,Day'Ron Sharpe,Center,high
sharpsh01,Shaedon Sharpe,78113,Shaedon Sharpe,Shooting Guard,high
sheadja01,Jamal Shead,93955,Jamal Shead,Point Guard,high
sheppbe01,Ben Sheppard,84440,Ben Sheppard,Small Forward,high
sheppre01,Reed Sheppard,91739,Reed Sheppard,Shooting Guard,high
shumpim01,Iman Shumpert,8068,Iman Shumpert,Shooting Guard,high
siakapa01,Pascal Siakam,20232,Pascal Siakam,Power Forward,high
silvach01,Chris Silva,32319,Chris Silva,Forward,high
simmobe01,Ben Simmons,20206,Ben Simmons,Point Guard,high
simmojo02,Jonathon Simmons,17983,Jonathon Simmons,Small Forward,high
simmoko01,Kobi Simmons,23674,Kobi Simmons,Point Guard,high
simonan01,Anfernee Simons,26990,Anfernee Simons,Shooting Guard,high
simpskj01,KJ Simpson,91788,K.J. Simpson,Point Guard,high
simsje01,Jericho Sims,74166,Jericho Sims,Center,high
singlky01,Kyle Singler,8085,Kyle Singler,Small Forward,high
sloando01,Donald Sloan,8678,Donald Sloan,Point Guard,high
smallja01,Javon Small,99261,Javon Small,Guard,high
smartma01,Marcus Smart,15358,Marcus Smart,Point Guard,high
smithde03,Dennis Smith Jr.,23604,Dennis Smith Jr.,Point Guard,high
smithdr01,Dru Smith,74420,Dru Smith,Shooting Guard,high
smithis01,Ish Smith,7116,Ishmael Smith,Point Guard,medium
smithja02,Jason Smith,6018,Jason Smith,Left Tackle,high
smithja04,Jalen Smith,70652,Jalen Smith,Power Forward,high
smithja05,Jabari Smith Jr.,78109,Jabari Smith Jr.,Power Forward,high
smithjo03,Josh Smith,2205,Josh Smith,Small Forward,high
smithjr01,J.R. Smith,2296,J.R. Smith,Shooting Guard,high
smithni01,Nick Smith Jr.,82206,Nick Smith Jr.,Point Guard,high
snellto01,Tony Snell,13333,Tony Snell,Shooting Guard,high
sochaje01,Jeremy Sochan,78122,Jeremy Sochan,Power Forward,high
speigma01,Marreese Speights,6145,Marreese Speights,Power Forward,high
spellom01,Omari Spellman,26996,Omari Spellman,Power Forward,high
spencca01,Cam Spencer,93960,Cam Spencer,Shooting Guard,high
spencpa01,Pat Spencer,79256,Pat Spencer,Guard,high
splitti01,Tiago Splitter,7119,Tiago Splitter,Power Forward,high
sprinja01,Jaden Springer,74135,Jaden Springer,Point Guard,high
stausni01,Nik Stauskas,15360,Nik Stauskas,Shooting Guard,high
stephla01,Lance Stephenson,6922,Lance Stephenson,Shooting Guard,high
stevela01,Lamar Stevens,70716,Lamar Stevens,Small Forward,high
stewais01,Isaiah Stewart,70658,Isaiah Stewart,Center,high
stoudam01,Amar'e Stoudemire,2669,Amar'e Stoudemire,Power Forward,high
strawju01,Julian Strawther,84463,Julian Strawther,Small Forward,high
strusma01,Max Strus,32411,Max Strus,Shooting Guard,high
stuckro01,Rodney Stuckey,2310,Rodney Stuckey,Point Guard,high
suggsja01,Jalen Suggs,74112,Jalen Suggs,Shooting Guard,high
sullija01,Jared Sullinger,10846,Jared Sullinger,Power Forward,high
sumneed01,Edmond Sumner,23653,Edmond Sumner,Shooting Guard,high
swanica01,Caleb Swanigan,23621,Caleb Swanigan,Power Forward,high
sykeske01,Keifer Sykes,18265,Keifer Sykes,Point Guard,high
tateja01,Jae'Sean Tate,70758,Jae’Sean Tate,Small Forward,high
tatumja01,Jayson Tatum,23598,Jayson Tatum,Power Forward,high
taylois01,Isaiah Taylor,20273,Isaiah Taylor,Point Guard,high
taylote01,Terry Taylor,74222,Terry Taylor,Small Forward,high
teaguje01,Jeff Teague,6272,Jeff Teague,Point Guard,high
teletmi01,Mirza Teletović,10905,Mirza Teletovic,Power Forward,high
templga01,Garrett Temple,6492,Garrett Temple,Shooting Guard,high
teodomi01,Miloš Teodosić,24094,Milos Teodosic,Point Guard,high
terryda01,Dalen Terry,78128,Dalen Terry,Shooting Guard,high
terryja01,Jason Terry,2281,Jason Terry,Shooting Guard,high
theisda01,Daniel Theis,23828,Daniel Theis,Center,high
thomaca02,Cam Thomas,76963,Cam Thomas,,high
thomais02,Isaiah Thomas,8111,Isaiah Thomas,Point Guard,high
thomala01,Lance Thomas,8713,Lance Thomas,Small Forward,high
thomama02,Matt Thomas,31891,Matt Thomas,Shooting Guard,high
thompam01,Amen Thompson,82199,Amen Thompson,Point Guard,high
thompau01,Ausar Thompson,82200,Ausar Thompson,Shooting Guard,high
thompet01,Ethan Thompson,74413,Ethan Thompson,Shooting Guard,high
thompho01,Hollis Thompson,10996,Hollis Thompson,Shooting Guard,high
thompkl01,Klay Thompson,8062,Klay Thompson,Shooting Guard,high
thomptr01,Tristan Thompson,8054,Tristan Thompson,Center,high
thorjt01,JT Thor,74144,JT Thor,Power Forward,high
thornma01,Marcus Thornton,6308,Marcus Thornton,Shooting Guard,high
thornsi01,Sindarius Thornwell,23649,Sindarius Thornwell,Shooting Guard,high
thybuma01,Matisse Thybulle,31577,Matisse Thybulle,Shooting Guard,high
tilliki02,Killian Tillie,70714,Killian Tillie,Power Forward,high
tillmxa01,Xavier Tillman Sr.,70677,Xavier Tillman,Center,medium
tollian01,Anthony Tolliver,6483,Anthony Tolliver,Power Forward,high
tomlina01,Nae'Qwan Tomlin,95599,Nae'qwan Tomlin,Forward,high
toppiob01,Obi Toppin,70650,Obi Toppin,Power Forward,high
toscaju01,Juan Toscano-Anderson,32831,Juan Toscano-Anderson,Small Forward,high
townska01,Karl-Anthony Towns,17829,Karl-Anthony Towns,Center,high
traorno01,Nolan Traoré,98615,Nolan Traore,Point Guard,high
trentga02,Gary Trent Jr.,27003,Gary Trent Jr.,Shooting Guard,high
trieral01,Allonzo Trier,27606,Allonzo Trier,Shooting Guard,high
tshieos01,Oscar Tshiebwe,84732,Oscar Tshiebwe,Power Forward,high
tuckepj01,P.J. Tucker,11059,P.J. Tucker,Power Forward,high
turneev01,Evan Turner,6883,Evan Turner,Small Forward,high
turnemy01,Myles Turner,17839,Myles Turner,Center,high
tysonhu01,Hunter Tyson,84466,Hunter Tyson,Small Forward,high
tysonja01,Jaylon Tyson,91773,Jaylon Tyson,Shooting Guard,high
udohek01,Ekpe Udoh,8222,Ekpe Udoh,Center,high
udrihbe01,Beno Udrih,2697,Beno Udrih,Point Guard,high
ulisty01,Tyler Ulis,20240,Tyler Ulis,Point Guard,high
valanjo01,Jonas Valančiūnas,8055,Jonas Valanciunas,Center,high
valende01,Denzel Valentine,20219,Denzel Valentine,Shooting Guard,high
vandeja01,Jarred Vanderbilt,27007,Jarred Vanderbilt,Power Forward,high
vanvlfr01,Fred VanVleet,20778,Fred VanVleet,Point Guard,high
varejan01,Anderson Varejão,2265,Anderson Varejao,Power Forward,high
vassede01,Devin Vassell,70653,Devin Vassell,Shooting Guard,high
vaughra01,Rashad Vaughn,17845,Rashad Vaughn,Shooting Guard,high
vezenal01,Sasha Vezenkov,23658,Sasha Vezenkov,Small Forward,high
villach01,Charlie Villanueva,2569,Charlie Villanueva,Power Forward,high
vincega01,Gabe Vincent,28087,Gabe Vincent,Point Guard,high
vonleno01,Noah Vonleh,15361,Noah Vonleh,Power Forward,high
vucevni01,Nikola Vučević,8067,Nikola Vucevic,Center,high
vujacsa01,Sasha Vujačić,2526,Sasha Vujacic,Shooting Guard,high
vukcetr01,Tristan Vukcevic,84470,Tristan Vukcevic,Center,high
wadede01,Dean Wade,31963,Dean Wade,Power Forward,high
wadedw01,Dwyane Wade,2556,Dwyane Wade,Shooting Guard,high
wagnefr01,Franz Wagner,74115,Franz Wagner,Small Forward,high
wagnemo01,Moritz Wagner,26991,Moritz Wagner,Center,high
wainris01,Ish Wainright,74220,Ishmail Wainright,Small Forward,medium
waitedi01,Dion Waiters,10812,Dion Waiters,Shooting Guard,high
walkeja01,Jabari Walker,78167,Jabari Walker,Small Forward,high
walkeja02,Jarace Walker,82201,Jarace Walker,Power Forward,high
walkeke02,Kemba Walker,8059,Kemba Walker,Point Guard,high
walkelo01,Lonnie Walker IV,26984,Lonnie Walker IV,Shooting Guard,high
wallaca01,Cason Wallace,82207,Cason Wallace,Point Guard,high
wallake01,Keaton Wallace,79960,Keaton Wallace,Guard,high
wallaty01,Tyrone Wallace,20266,Tyrone Wallace,Shooting Guard,high
walljo01,John Wall,6882,John Wall,Point Guard,high
walshjo01,Jordan Walsh,84467,Jordan Walsh,Small Forward,high
walteja01,Ja'Kobe Walter,91754,Ja'Kobe Walter,Shooting Guard,high
waltode01,Derrick Walton,24263,Derrick Walton Jr.,Point Guard,medium
wanambr01,Brad Wanamaker,27289,Brad Wanamaker,Point Guard,high
wareke01,Kel'el Ware,91767,Kel'el Ware,Center,high
warretj01,T.J. Warren,15366,T.J. Warren,Small Forward,high
washidu02,Duane Washington Jr.,74221,Duane Washington Jr.,Point Guard,high
washipj01,P.J. Washington,31569,PJ Washington,Power Forward,high
washity02,TyTy Washington Jr.,78125,TyTy Washington Jr.,Point Guard,high
watanyu01,Yuta Watanabe,27713,Yuta Watanabe,Small Forward,high
waterli01,Lindy Waters III,75746,Lindy Waters III,Small Forward,high
watfotr01,Trendon Watford,74232,Trendon Watford,Power Forward,high
watkija01,Jamir Watkins,99257,Jamir Watkins,Guard,high
watsocj01,C.J. Watson,2324,C.J. Watson,Point Guard,high
watsopa01,Paul Watson,28089,Paul Watson,Shooting Guard,high
watsope01,Peyton Watson,78138,Peyton Watson,Shooting Guard,high
weberbr01,Briante Weber,18287,Briante Weber,Point Guard,high
wellsja01,Jaylen Wells,93952,Jaylen Wells,Shooting Guard,high
wembavi01,Victor Wembanyama,82196,Victor Wembanyama,Center,high
weslebl01,Blake Wesley,78132,Blake Wesley,Shooting Guard,high
westbru01,Russell Westbrook,6141,Russell Westbrook,Point Guard,high
westda01,David West,2613,David West,Power Forward,high
whiteco01,Coby White,31564,Coby White,Point Guard,high
whitede01,Derrick White,23624,Derrick White,Point Guard,high
whiteha01,Hassan Whiteside,6915,Hassan Whiteside,Center,high
whiteis01,Isaiah Whitehead,20248,Isaiah Whitehead,Point Guard,high
whiteok01,Okaro White,20798,Okaro White,Power Forward,high
whitmca01,Cam Whitmore,82202,Cam Whitmore,Small Forward,high
wiggiaa01,Aaron Wiggins,74162,Aaron Wiggins,Shooting Guard,high
wiggian01,Andrew Wiggins,15353,Andrew Wiggins,Small Forward,high
willial03,Alan Williams,18820,Alan Williams,Power Forward,high
willibr03,Brandon Williams,12375,Brandon Williams,,high
willicj01,C.J. Williams,21071,C.J. Williams,Shooting Guard,high
willico04,Cody Williams,91752,Cody Williams,Shooting Guard,high
willide01,Deron Williams,2757,Deron Williams,Point Guard,high
willide02,Derrick Williams,8052,Derrick Williams,Power Forward,high
willigr01,Grant Williams,31579,Grant Williams,Power Forward,high
willija06,Jalen Williams,78126,Jalen Williams,Small Forward,high
willija07,Jaylin Williams,78150,Jaylin Williams,Center,high
willije02,Nate Williams,100255,Nate Williams,Pitchers,medium
willijo04,Johnathan Williams,27739,Johnathan Williams,Power Forward,high
willike04,Kenrich Williams,27758,Kenrich Williams,Power Forward,high
willilo02,Lou Williams,2657,Louis Williams,Shooting Guard,medium
willima01,Mo Williams,2571,Mo Williams,Point Guard,high
willima02,Marvin Williams,2208,Marvin Williams,Power Forward,high
willima07,Mark Williams,78121,Mark Williams,Center,high
willipa01,Patrick Williams,70646,Patrick Williams,Power Forward,high
williro04,Robert Williams,26993,Robert Williams III,Center,medium
willitr02,Troy Williams,20919,Troy Williams,Small Forward,high
willivi01,Vince Williams Jr.,12488,Vince Williams,,medium
willizi01,Zion Williamson,31558,Zion Williamson,Power Forward,high
willizi02,Ziaire Williams,74117,Ziaire Williams,Small Forward,high
wilsodj01,D.J. Wilson,23612,DJ Wilson,Power Forward,high
wilsoja03,Jalen Wilson,84477,Jalen Wilson,Power Forward,high
windldy01,Dylan Windler,31585,Dylan Windler,Small Forward,high
winslju01,Justise Winslow,17838,Justise Winslow,Small Forward,high
wisemja01,James Wiseman,70644,James Wiseman,Center,high
witheje01,Jeff Withey,13352,Jeff Withey,Center,high
wolfda01,Danny Wolf,98616,Danny Wolf,Power Forward,high
woodch01,Christian Wood,18218,Christian Wood,Center,high
wrighbr03,Brandan Wright,2325,Brandan Wright,Power Forward,high
wrighde01,Delon Wright,17848,Delon Wright,Point Guard,high
yabusgu01,Guerschon Yabusele,20221,Guerschon Yabusele,Power Forward,high
youngjo01,Joe Young,13824,Joe Young,Safety,medium
youngni01,Nick Young,2770,Nick Young,Shooting Guard,high
youngth01,Thaddeus Young,2658,Thaddeus Young,Power Forward,high
youngtr01,Trae Young,26971,Trae Young,Point Guard,high
yurtsom01,Omer Yurtseven,70706,Omer Yurtseven,Center,high
zelleco01,Cody Zeller,13317,Cody Zeller,Center,high
zellety01,Tyler Zeller,10825,Tyler Zeller,Center,high
zipsepa01,Paul Zipser,20254,Paul Zipser,Small Forward,high
zizican01,Ante Žižić,20228,Ante Zizic,Center,high
zubaciv01,Ivica Zubac,20238,Ivica Zubac,Center,high
